src_id,cand_id,cosine_sim,src_text,cand_text,edit_ratio,jaro_winkler,lcs_ratio,token_jaccard,token_cosine,tfidf_word_cosine,tfidf_char_cosine,dmetaphone_match,label
3,1,0.1924798690785483,Bell Laboratories,"Bell Labs, Lucent Technologies",0.5652173913043479,0.6863785301919175,0.4482758620689655,0.2,0.3535533905932737,0.1903261938821471,0.2865171528497098,1.0,1
22,1,0.5447311088697389,"Bell Laboratories, Lucent Technologies","Bell Labs, Lucent Technologies",0.8787878787878788,0.8946877912395154,0.7837837837837838,0.6,0.75,0.5436313843016608,0.7556328350441095,1.0,1
100,1,0.1696328770827257,Bell Laboratories (India),"Bell Labs, Lucent Technologies",0.5,0.6564717641179411,0.4482758620689655,0.1666666666666666,0.2886751345948129,0.1314551836074624,0.2282669485232386,1.0,0
1,103,0.1294900747078338,"Bell Labs, Lucent Technologies",AT&T Labs-Research,0.4255319148936169,0.5823754789272031,0.3448275862068966,0.1428571428571428,0.25,0.1275997248741927,0.1482193650884517,0.0,0
347,1,0.1633220070123642,"Data Mining Technologies, Oracle","Bell Labs, Lucent Technologies",0.5333333333333333,0.6417889365609054,0.5161290322580645,0.1428571428571428,0.25,0.1050450750053565,0.2228512319107881,0.0,0
455,1,0.5937886096741996,Bell Labs,"Bell Labs, Lucent Technologies",0.4736842105263158,0.8620689655172413,0.3103448275862069,0.5,0.7071067811865475,0.5872974208090174,0.4720248089206053,1.0,1
983,1,0.395716223837816,"Lucent Technologies - Bell Laboratories, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.4691358024691358,0.7031388152077808,0.3653846153846153,0.375,0.5669467095138409,0.3942799208402106,0.5038437109467568,0.0,1
1,1020,0.5447311088697389,"Bell Labs, Lucent Technologies","Lucent Technologies, Bell Laboratories",0.5757575757575757,0.7264275770022897,0.5135135135135135,0.6,0.75,0.5436313843016607,0.6418934756063744,0.0,1
1304,1,0.3808903819318801,"Lucent Bell Labs, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.4666666666666666,0.6735349683069373,0.4516129032258064,0.4285714285714285,0.6123724356957946,0.3716342669717787,0.3532726367016225,0.0,1
1561,1,0.1192863103764233,"Spatial Technologies, Oracle Corporation, Nashua, New Hampshire","Bell Labs, Lucent Technologies",0.3370786516853933,0.603639846743295,0.25,0.1,0.1889822365046136,0.0799009291871914,0.1448383524647231,0.0,0
1,1635,0.1659606025007238,"Bell Labs, Lucent Technologies",AT&T Labs,0.3157894736842105,0.5301952198503922,0.2068965517241379,0.1666666666666666,0.2886751345948129,0.1632225759425985,0.1414397413582749,0.0,0
1,1702,0.1294900747078338,"Bell Labs, Lucent Technologies",AT&T Labs - Research,0.4255319148936169,0.5823754789272031,0.3448275862068966,0.1428571428571428,0.25,0.1275997248741927,0.1482193650884517,0.0,0
1,2246,0.4909615881743182,"Bell Labs, Lucent Technologies","Bell Labs, Alcatel-Lucent",0.6037735849056604,0.8817323481116585,0.5517241379310345,0.6,0.75,0.4131496866727367,0.3910980304895027,1.0,1
1,2647,0.1821734214390094,"Bell Labs, Lucent Technologies","Motorola Labs, Schaumburg, IL",0.3928571428571429,0.610605576841209,0.3793103448275862,0.1428571428571428,0.25,0.0614779753188894,0.0611311563243101,0.0,0
1,3142,0.1294900747078338,"Bell Labs, Lucent Technologies",AT&T Labs--Research,0.4255319148936169,0.5823754789272031,0.3448275862068966,0.1428571428571428,0.25,0.1275997248741927,0.1482193650884517,0.0,0
3632,1,0.1675565799531806,Telcordia Technologies,"Bell Labs, Lucent Technologies",0.6274509803921569,0.6490564877988813,0.5517241379310345,0.2,0.3535533905932737,0.1621923951912061,0.2632292140110127,0.0,0
3755,1,0.0919858837886595,Hewlett-Packard Labs,"Bell Labs, Lucent Technologies",0.326530612244898,0.5323754789272032,0.2758620689655172,0.1666666666666666,0.2886751345948129,0.084941089668072,0.0502675376324495,0.0,0
1,3905,0.1701582086902756,"Bell Labs, Lucent Technologies",Chutney Technologies,0.6122448979591837,0.6735632183908047,0.5172413793103449,0.2,0.3535533905932737,0.1647605296795044,0.2834348351655177,0.0,0
4330,1,0.4872678287557015,Bell Labs Research,"Bell Labs, Lucent Technologies",0.5957446808510638,0.8378215654077723,0.4827586206896552,0.4,0.5773502691896258,0.4858694663627993,0.3817944137800382,1.0,1
4397,1,0.5447311088697389,Lucent Technologies-Bell Laboratories,"Bell Labs, Lucent Technologies",0.5757575757575757,0.7264275770022897,0.5135135135135135,0.6,0.75,0.5436313843016607,0.6418934756063744,0.0,1
1,5591,0.3403512431892925,"Bell Labs, Lucent Technologies","Bell Labs Research India, India",0.5423728813559322,0.6846743295019158,0.5333333333333333,0.3333333333333333,0.3779644730092272,0.2950940366366502,0.2443103411467887,1.0,0
5655,1,0.3199696268234933,"Bell Labs Research, Bangalore, India","Bell Labs, Lucent Technologies",0.5714285714285714,0.841740894258753,0.5294117647058824,0.2857142857142857,0.4472135954999579,0.3155485831860897,0.2280439278129077,1.0,0
1,5671,0.2191439670218362,"Bell Labs, Lucent Technologies","Bell Laboratories, Alcatel-Lucent, Lisle, IL, USA",0.5675675675675675,0.8410197465369879,0.4666666666666667,0.2222222222222222,0.3779644730092272,0.1553145649355442,0.2652294786245275,1.0,0
6475,1,0.1993489458256335,"Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ, Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA","Bell Labs, Lucent Technologies",0.3439490445859873,0.5927622126436781,0.2109375,0.1428571428571428,0.3354101966249684,0.1880005718675211,0.2136431799422037,0.0,0
1,6476,0.2106090045979831,"Bell Labs, Lucent Technologies","Database Systems Lab, SERC, Indian Institue of science, Bangalore 560012,INDIA, Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ",0.2564102564102564,0.5465792240160962,0.1574803149606299,0.1428571428571428,0.3354101966249684,0.1804105871193513,0.1939986167418193,0.0,1
6487,1,0.3090651184916166,"Bell Labs, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.5283018867924528,0.8236139283299526,0.4827586206896552,0.2857142857142857,0.4472135954999579,0.3003515329814153,0.2568011533091581,1.0,1
1,6538,0.5937886096741996,"Bell Labs, Lucent Technologies",Bell Labs.,0.4736842105263158,0.8620689655172413,0.3103448275862069,0.5,0.7071067811865475,0.5872974208090174,0.4720248089206053,1.0,1
6628,1,0.1192867090990107,"Telcordia Technologies, Morristown, NJ","Bell Labs, Lucent Technologies",0.4923076923076923,0.6383954487402763,0.4444444444444444,0.1428571428571428,0.25,0.103268754365328,0.1807280498599949,0.0,0
1,6764,0.1294900747078338,"Bell Labs, Lucent Technologies","AT&T Labs, Research",0.4255319148936169,0.5823754789272031,0.3448275862068966,0.1428571428571428,0.25,0.1275997248741927,0.1482193650884517,0.0,0
6783,1,0.395716223837816,"Lucent Technologies, Bell Laboratories, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.4691358024691358,0.7031388152077808,0.3653846153846153,0.375,0.5669467095138409,0.3942799208402106,0.5038437109467568,0.0,1
6784,1,0.3744726432156288,"Lucent Technologies, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.6031746031746033,0.6503780195463765,0.5588235294117647,0.2857142857142857,0.4472135954999579,0.3741327076517357,0.4642798490043443,0.0,0
