src_id,cand_id,cosine_sim,src_text,cand_text,edit_ratio,jaro_winkler,lcs_ratio,token_jaccard,token_cosine,tfidf_word_cosine,tfidf_char_cosine,dmetaphone_match
3,1,0.1924798690785483,Bell Laboratories,"Bell Labs, Lucent Technologies",0.5652173913043479,0.6863785301919175,0.4482758620689655,0.2,0.35355339059327373,0.19032619388214717,0.2865171528497098,1.0
22,1,0.5447311088697389,"Bell Laboratories, Lucent Technologies","Bell Labs, Lucent Technologies",0.8787878787878788,0.8946877912395154,0.7837837837837838,0.6,0.75,0.5436313843016608,0.7556328350441095,1.0
100,1,0.1696328770827257,Bell Laboratories (India),"Bell Labs, Lucent Technologies",0.5,0.6564717641179411,0.4482758620689655,0.16666666666666666,0.2886751345948129,0.13145518360746242,0.2282669485232386,1.0
1,103,0.1294900747078338,"Bell Labs, Lucent Technologies",AT&T Labs-Research,0.42553191489361697,0.5823754789272031,0.3448275862068966,0.14285714285714285,0.25,0.12759972487419272,0.1482193650884517,0.0
347,1,0.1633220070123642,"Data Mining Technologies, Oracle","Bell Labs, Lucent Technologies",0.5333333333333333,0.6417889365609054,0.5161290322580645,0.14285714285714285,0.25,0.10504507500535658,0.2228512319107881,0.0
455,1,0.5937886096741996,Bell Labs,"Bell Labs, Lucent Technologies",0.4736842105263158,0.8620689655172413,0.3103448275862069,0.5,0.7071067811865475,0.5872974208090174,0.47202480892060533,1.0
983,1,0.395716223837816,"Lucent Technologies - Bell Laboratories, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.4691358024691358,0.7031388152077808,0.36538461538461536,0.375,0.5669467095138409,0.39427992084021063,0.5038437109467568,0.0
1,1020,0.5447311088697389,"Bell Labs, Lucent Technologies","Lucent Technologies, Bell Laboratories",0.5757575757575757,0.7264275770022897,0.5135135135135135,0.6,0.75,0.5436313843016607,0.6418934756063744,0.0
1304,1,0.3808903819318801,"Lucent Bell Labs, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.4666666666666666,0.6735349683069373,0.45161290322580644,0.42857142857142855,0.6123724356957946,0.37163426697177876,0.35327263670162257,0.0
1561,1,0.1192863103764233,"Spatial Technologies, Oracle Corporation, Nashua, New Hampshire","Bell Labs, Lucent Technologies",0.3370786516853933,0.603639846743295,0.25,0.1,0.1889822365046136,0.07990092918719144,0.1448383524647231,0.0
1,1635,0.1659606025007238,"Bell Labs, Lucent Technologies",AT&T Labs,0.3157894736842105,0.5301952198503922,0.20689655172413793,0.16666666666666666,0.2886751345948129,0.16322257594259856,0.1414397413582749,0.0
1,1702,0.1294900747078338,"Bell Labs, Lucent Technologies",AT&T Labs - Research,0.42553191489361697,0.5823754789272031,0.3448275862068966,0.14285714285714285,0.25,0.12759972487419272,0.1482193650884517,0.0
1,2246,0.4909615881743182,"Bell Labs, Lucent Technologies","Bell Labs, Alcatel-Lucent",0.6037735849056604,0.8817323481116585,0.5517241379310345,0.6,0.75,0.4131496866727367,0.3910980304895027,1.0
1,2647,0.1821734214390094,"Bell Labs, Lucent Technologies","Motorola Labs, Schaumburg, IL",0.3928571428571429,0.610605576841209,0.3793103448275862,0.14285714285714285,0.25,0.06147797531888945,0.06113115632431017,0.0
1,3142,0.1294900747078338,"Bell Labs, Lucent Technologies",AT&T Labs--Research,0.42553191489361697,0.5823754789272031,0.3448275862068966,0.14285714285714285,0.25,0.12759972487419272,0.1482193650884517,0.0
3632,1,0.1675565799531806,Telcordia Technologies,"Bell Labs, Lucent Technologies",0.6274509803921569,0.6490564877988813,0.5517241379310345,0.2,0.35355339059327373,0.16219239519120618,0.2632292140110127,0.0
3755,1,0.0919858837886595,Hewlett-Packard Labs,"Bell Labs, Lucent Technologies",0.326530612244898,0.5323754789272032,0.27586206896551724,0.16666666666666666,0.2886751345948129,0.08494108966807201,0.05026753763244956,0.0
1,3905,0.1701582086902756,"Bell Labs, Lucent Technologies",Chutney Technologies,0.6122448979591837,0.6735632183908047,0.5172413793103449,0.2,0.35355339059327373,0.16476052967950444,0.2834348351655177,0.0
4330,1,0.4872678287557015,Bell Labs Research,"Bell Labs, Lucent Technologies",0.5957446808510638,0.8378215654077723,0.4827586206896552,0.4,0.5773502691896258,0.4858694663627993,0.3817944137800382,1.0
4397,1,0.5447311088697389,Lucent Technologies-Bell Laboratories,"Bell Labs, Lucent Technologies",0.5757575757575757,0.7264275770022897,0.5135135135135135,0.6,0.75,0.5436313843016607,0.6418934756063744,0.0
1,5591,0.3403512431892925,"Bell Labs, Lucent Technologies","Bell Labs Research India, India",0.5423728813559322,0.6846743295019158,0.5333333333333333,0.3333333333333333,0.3779644730092272,0.2950940366366502,0.24431034114678873,1.0
5655,1,0.3199696268234933,"Bell Labs Research, Bangalore, India","Bell Labs, Lucent Technologies",0.5714285714285714,0.841740894258753,0.5294117647058824,0.2857142857142857,0.4472135954999579,0.31554858318608975,0.22804392781290772,1.0
1,5671,0.2191439670218362,"Bell Labs, Lucent Technologies","Bell Laboratories, Alcatel-Lucent, Lisle, IL, USA",0.5675675675675675,0.8410197465369879,0.4666666666666667,0.2222222222222222,0.3779644730092272,0.15531456493554424,0.2652294786245275,1.0
6475,1,0.1993489458256335,"Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ, Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA","Bell Labs, Lucent Technologies",0.3439490445859873,0.5927622126436781,0.2109375,0.14285714285714285,0.33541019662496846,0.1880005718675211,0.2136431799422037,0.0
1,6476,0.2106090045979831,"Bell Labs, Lucent Technologies","Database Systems Lab, SERC, Indian Institue of science, Bangalore 560012,INDIA, Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ",0.2564102564102564,0.5465792240160962,0.15748031496062992,0.14285714285714285,0.33541019662496846,0.18041058711935135,0.19399861674181934,0.0
6487,1,0.3090651184916166,"Bell Labs, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.5283018867924528,0.8236139283299526,0.4827586206896552,0.2857142857142857,0.4472135954999579,0.30035153298141537,0.2568011533091581,1.0
1,6538,0.5937886096741996,"Bell Labs, Lucent Technologies",Bell Labs.,0.4736842105263158,0.8620689655172413,0.3103448275862069,0.5,0.7071067811865475,0.5872974208090174,0.47202480892060533,1.0
6628,1,0.1192867090990107,"Telcordia Technologies, Morristown, NJ","Bell Labs, Lucent Technologies",0.49230769230769234,0.6383954487402763,0.4444444444444444,0.14285714285714285,0.25,0.10326875436532809,0.18072804985999494,0.0
1,6764,0.1294900747078338,"Bell Labs, Lucent Technologies","AT&T Labs, Research",0.42553191489361697,0.5823754789272031,0.3448275862068966,0.14285714285714285,0.25,0.12759972487419272,0.1482193650884517,0.0
6783,1,0.395716223837816,"Lucent Technologies, Bell Laboratories, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.4691358024691358,0.7031388152077808,0.36538461538461536,0.375,0.5669467095138409,0.39427992084021063,0.5038437109467568,0.0
6784,1,0.3744726432156288,"Lucent Technologies, Murray Hill, NJ","Bell Labs, Lucent Technologies",0.6031746031746033,0.6503780195463765,0.5588235294117647,0.2857142857142857,0.4472135954999579,0.37413270765173573,0.4642798490043443,0.0
6972,1,0.1191755792585399,"Chutney Technologies, Inc., Atlanta, GA","Bell Labs, Lucent Technologies",0.46875,0.6159824849480021,0.42857142857142855,0.125,0.22360679774997896,0.09505521894096303,0.19748148519902495,0.0
7007,1,0.8417997738944358,"Bell Labs, Lucent","Bell Labs, Lucent Technologies",0.7111111111111111,0.9103448275862069,0.5517241379310345,0.75,0.8660254037844387,0.8413390798687697,0.778260947252461,1.0
1,7120,0.7247456180821644,"Bell Labs, Lucent Technologies","Bell Labs, Lucent Technologies Murray Hill, NJ",0.7945205479452055,0.9318181818181818,0.6590909090909091,0.5714285714285714,0.7559289460184544,0.7227211625522812,0.7455779933703414,1.0
1,7320,0.3968883008984434,"Bell Labs, Lucent Technologies","Bell Laboratories, Lucent Technologies, Murray Hill, NJ",0.7160493827160495,0.8494694960212202,0.5576923076923077,0.375,0.5669467095138409,0.3953336857336075,0.5916285491310769,1.0
1,7392,0.7855501105655203,"Bell Labs, Lucent Technologies","Lucent Technologies, Bell Labs",0.6551724137931035,0.7900088417329796,0.6551724137931034,1.0,1.0,0.78006021021277,0.7523800834667708,0.0
7630,1,0.2127169783360437,Tavant Technologies,"Bell Labs, Lucent Technologies",0.6666666666666667,0.631276467029643,0.5517241379310345,0.2,0.35355339059327373,0.1530098044521524,0.40728573517671185,0.0
7717,1,0.3752544680102918,"Bell Laboratories, Lucent Technologies, 600 Mountain Ave., NJ 07974, USA; {cychan, pascal, minos, rastogi}@research.bell-labs.com","Bell Labs, Lucent Technologies",0.39455782312925164,0.6451392947594,0.2457627118644068,0.23529411764705882,0.5590169943749475,0.3130367029407579,0.3928053976365074,1.0
1,7861,0.1936998844027437,"Bell Labs, Lucent Technologies","Bell Laboratories, 600 Mountain Avenue, Murray Hill, NJ 07974, USA; e-mail: {minos,rastogi}@bell-labs.com",0.3650793650793651,0.631787397340188,0.23711340206185566,0.1111111111111111,0.3441236008058426,0.1754723451027126,0.1736810765481607,1.0
1,7913,0.2916437312341078,"Bell Labs, Lucent Technologies","Bell Laboratories, Lucent Technologies, 600 Mountain Ave., NJ 07974, Murray Hill, USA",0.537037037037037,0.6855812600029099,0.3670886075949367,0.23076923076923078,0.43301270189221935,0.26469596859366196,0.42289708912448354,1.0
7999,1,0.6786295568226639,"Bell Labs, Lucent Technologies, Murray Hill, New Jersey","Bell Labs, Lucent Technologies",0.7160493827160495,0.9115384615384615,0.5576923076923077,0.5,0.7071067811865475,0.6320239000198987,0.6466684526841256,1.0
8037,1,0.1242454625308181,"Chutney Technologies, Atlanta, GA","Bell Labs, Lucent Technologies",0.5,0.6417889365609054,0.4838709677419355,0.14285714285714285,0.25,0.10755720034881605,0.21616589216310708,0.0
8098,1,0.5358481616568184,"Bell Laboratories, Lucent Technologies, USA","Bell Labs, Lucent Technologies",0.8285714285714285,0.879394449116905,0.7073170731707317,0.5,0.6708203932499369,0.46872406571218245,0.7079860498625552,1.0
1,8206,0.7247456180821644,"Bell Labs, Lucent Technologies","Bell Labs, Lucent Technologies, Murray Hill, NJ",0.7945205479452055,0.9318181818181818,0.6590909090909091,0.5714285714285714,0.7559289460184544,0.7227211625522812,0.7455779933703414,1.0
1,9040,0.1579833331423847,"Bell Labs, Lucent Technologies","Carnegie Mellon University, Akamai Technologies",0.5333333333333333,0.6418490754622689,0.43478260869565216,0.125,0.22360679774997896,0.10123187056265295,0.1998008256533638,0.0
9099,1,0.1249654763607061,NEC Labs America,"Bell Labs, Lucent Technologies",0.4,0.5677246603970741,0.3103448275862069,0.16666666666666666,0.2886751345948129,0.07619449104273905,0.09516698501617835,0.0
2,176,0.1697268596253255,"Intel Research, Berkeley","Intel Corporation, Santa Clara, CA",0.4,0.5868271221532092,0.34375,0.14285714285714285,0.2581988897471611,0.15260691405948384,0.1452145607892789,1.0
2,246,0.3698806882895982,"Intel Research, Berkeley","Intel Research Pittsburgh, Pittsburgh, PA",0.5483870967741935,0.835005574136009,0.4358974358974359,0.4,0.4364357804719848,0.3717652110884297,0.30810001088206795,1.0
2,543,0.3912663315774074,"Intel Research, Berkeley",Berkeley,0.5161290322580645,0.547463768115942,0.34782608695652173,0.3333333333333333,0.5773502691896258,0.37628944408551585,0.48954697869392366,0.0
547,2,0.2002260008941059,UC Berkeley,"Intel Research, Berkeley",0.5882352941176471,0.4909969257795345,0.43478260869565216,0.25,0.40824829046386296,0.1857573920254858,0.43077961018744576,0.0
548,2,1.0,Intel Research Berkeley,"Intel Research, Berkeley",1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0
2,663,0.1767479674235279,"Intel Research, Berkeley","U.C. Berkeley, EECS Dept., Berkeley, CA",0.5263157894736843,0.6091219096334185,0.4411764705882353,0.125,0.3849001794597505,0.16246747376072912,0.3170390985265505,0.0
2,903,0.1554667905176112,"Intel Research, Berkeley","EECS Computer Science Division, University of California Berkeley, Berkeley, CA",0.34343434343434337,0.5692219679633868,0.2236842105263158,0.09090909090909091,0.33333333333333337,0.1348744361502073,0.27691410456868826,0.0
2,1293,0.1942781508673905,"Intel Research, Berkeley","Univ. California, Berkeley",0.5531914893617021,0.6416062801932366,0.5416666666666666,0.2,0.33333333333333337,0.14097778893099513,0.28168406081408615,0.0
2,1385,0.1876369017367452,"Intel Research, Berkeley","University of California, Berkeley",0.5357142857142857,0.6585419411506368,0.45454545454545453,0.16666666666666666,0.2886751345948129,0.18551595867867443,0.3235172588591743,0.0
2,1698,0.5325691274188427,"Intel Research, Berkeley",Intel Research Pittsburgh,0.7083333333333333,0.8838260869565218,0.68,0.5,0.6666666666666667,0.5338834007803576,0.4714184683086903,1.0
1707,2,0.1521912162105767,"Lawrence Berkeley National Laboratory, Berkeley, CA","Intel Research, Berkeley",0.4722222222222222,0.6376811594202898,0.3469387755102041,0.14285714285714285,0.40824829046386296,0.13651245815688653,0.270902213739594,0.0
2,1816,0.2002260008941059,"Intel Research, Berkeley","UC, Berkeley",0.5882352941176471,0.4909969257795345,0.43478260869565216,0.25,0.40824829046386296,0.1857573920254858,0.43077961018744576,0.0
2,1867,0.1613053767264599,"Intel Research, Berkeley","UC Berkeley, EECS Dept. Berkeley, CA",0.5357142857142857,0.6141724146839236,0.45454545454545453,0.14285714285714285,0.40824829046386296,0.14819996441711797,0.3255731076452642,0.0
2611,2,0.0619508940606665,Siemens Corporate Research,"Intel Research, Berkeley",0.5306122448979591,0.6245122630992196,0.5,0.2,0.33333333333333337,0.0631557424325928,0.1286984258924725,0.0
2,2780,0.2665090755540817,"Intel Research, Berkeley",Intel Corporation,0.4,0.6410059676044332,0.34782608695652173,0.25,0.40824829046386296,0.267267921409921,0.21861940290706602,1.0
2,2839,0.2734141905488769,"Intel Research, Berkeley",Micorsoft Research,0.5365853658536586,0.5905797101449276,0.4782608695652174,0.25,0.40824829046386296,0.0757990431066818,0.1497089618072228,0.0
2,3016,0.1583735737284859,"Intel Research, Berkeley","University of California, Berkeley, CA",0.5084745762711864,0.69170692431562,0.4166666666666667,0.14285714285714285,0.2581988897471611,0.15490113308588752,0.296507158933874,0.0
3614,2,0.1473331178356772,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Intel Research, Berkeley",0.4473684210526315,0.6268994882612602,0.32075471698113206,0.125,0.3849001794597505,0.13263129218893915,0.26454932483901095,0.0
4198,2,0.3912663315774074,U.C. Berkeley,"Intel Research, Berkeley",0.6285714285714286,0.5339889579020014,0.4782608695652174,0.2,0.33333333333333337,0.37628944408551585,0.38168018339447973,0.0
4199,2,0.9754757689676526,"U.C. Berkeley, Intel Research, Berkeley","Intel Research, Berkeley",0.7796610169491526,0.7347020933977455,0.6388888888888888,0.6,0.8164965809277259,0.8291440582091701,0.8191518652722302,0.0
4550,2,0.2656014362771672,"U. C. Berkeley, Berkeley, CA","Intel Research, Berkeley",0.5531914893617021,0.6416062801932366,0.5416666666666666,0.16666666666666666,0.4364357804719848,0.2533967026573786,0.397543389141592,0.0
2,5224,0.189100980126768,"Intel Research, Berkeley","University of California at Berkeley, Berkeley, CA",0.45070422535211263,0.6534365393061045,0.3333333333333333,0.125,0.3849001794597505,0.18136476414343955,0.35077650102619223,0.0
2,5225,0.4644502441937534,"Intel Research, Berkeley","Yahoo! Research, Berkeley, CA",0.7346938775510203,0.6953424996903258,0.6923076923076923,0.4,0.5773502691896258,0.45728267029540987,0.5952584449455445,0.0
2,5486,0.8246066452999767,"Intel Research, Berkeley","Intel Research Berkeley, Berkeley, CA",0.7931034482758621,0.9314285714285714,0.6571428571428571,0.75,0.8728715609439696,0.8292874748224954,0.8647591811472002,1.0
2,5769,0.2063190169282845,"Intel Research, Berkeley","UC Berkeley, Berkeley, CA, USA",0.52,0.6719396293138833,0.48148148148148145,0.16666666666666666,0.4364357804719848,0.19460242618741896,0.3929872405465797,0.0
2,6059,0.3438083744856262,"Intel Research, Berkeley","Intel Research Pittsburgh, Pittsburgh, PA, USA",0.5151515151515151,0.8268958543983822,0.3953488372093023,0.3333333333333333,0.40824829046386296,0.3453320036123022,0.29512522647388206,1.0
2,6064,0.1800152176742445,"Intel Research, Berkeley","University of California at Berkeley, Berkeley, CA, USA",0.42666666666666664,0.6416844025539677,0.3076923076923077,0.1111111111111111,0.3651483716701107,0.1725474312461695,0.33730196652554106,0.0
2,6278,0.2012158005398012,"Intel Research, Berkeley","University of California, Berkeley, Berkeley, CA, USA",0.4444444444444444,0.650318625473905,0.32653061224489793,0.125,0.3849001794597505,0.19450547860734668,0.3547366514308091,0.0
2,6486,0.1583735737284859,"Intel Research, Berkeley","University of California, Berkeley CA",0.5084745762711864,0.69170692431562,0.4166666666666667,0.14285714285714285,0.2581988897471611,0.15490113308588752,0.296507158933874,0.0
2,7173,0.2203373015239002,"Intel Research, Berkeley","UC Berkeley, Berkeley, CA",0.5652173913043479,0.6512681159420289,0.5652173913043478,0.2,0.47140452079103173,0.2075261333919735,0.41477167714516744,0.0
2,7466,0.1656205729074689,"Intel Research, Berkeley","Computer Science Division, UC Berkeley, Berkeley, CA",0.4444444444444444,0.6092428275658089,0.32653061224489793,0.125,0.3849001794597505,0.15426254512055623,0.3040562645897356,0.0
7509,2,0.5306692623951926,"Intel Research Laboratory, Berkeley, CA","Intel Research, Berkeley",0.7666666666666666,0.9069330199764982,0.6216216216216216,0.6,0.7745966692414834,0.5264205532731017,0.6297137856541939,1.0
2,7594,0.2141535505097089,"Intel Research, Berkeley","University of California, Berkeley, Berkeley, CA",0.4705882352941176,0.6636217244912898,0.35555555555555557,0.14285714285714285,0.40824829046386296,0.2074085716322718,0.3705121471888221,0.0
2,7765,0.1695252238448753,"Intel Research, Berkeley","University of California, Berkeley, Computer Science Division, Berkeley, CA 94720-1776, USA; E-mail: {rshankar,bhaskar,jmh}@cs.berkeley.edu",0.27450980392156865,0.5570690179385832,0.16153846153846155,0.05,0.33968311024337877,0.09532100019392269,0.2015847015314365,0.0
2,7973,0.1972118061756358,"Intel Research, Berkeley","University of California, Berkeley, Berkeley, California",0.42105263157894735,0.6390235414025406,0.3018867924528302,0.16666666666666666,0.3651483716701107,0.1918809906339004,0.3306999566444145,0.0
2,8000,0.3704387492996599,"Intel Research, Berkeley","Intel Research, Pittsburgh, Pennsylvania, PA",0.59375,0.8514740190880169,0.4634146341463415,0.3333333333333333,0.5163977794943222,0.36704791629403066,0.33788304182016426,1.0
2,8198,0.8878038147640794,"Intel Research, Berkeley","Intel Research, Berkeley, CA",0.9387755102040817,0.9769230769230769,0.8846153846153846,0.75,0.8660254037844387,0.893347701155367,0.9349581131272562,1.0
2,8240,0.2994968142486363,"Intel Research, Berkeley","Microarchitecture Research Lab, Intel Corp., USA",0.4705882352941176,0.5979066022544284,0.35555555555555557,0.2857142857142857,0.47140452079103173,0.16415698322154942,0.20137827153561152,0.0
2,8425,0.174977081447512,"Intel Research, Berkeley","Applications Research Laboratory, Corporate Technology Group, Intel Corporation, USA",0.32692307692307687,0.5721595992127394,0.20987654320987653,0.2,0.3849001794597505,0.13583222717984877,0.16399335374012314,0.0
8667,2,0.2081772378525458,"UC Berkeley, Berkeley, USA","Intel Research, Berkeley",0.5531914893617021,0.7041062801932366,0.5416666666666666,0.2,0.47140452079103173,0.19365900156768878,0.3994392503851937,0.0
